Bus No,Start,Destination,Route,Area Section
596P,Thiruvallur,CMBT,"Koyambedu, Nerkundram, Madhuravoyal, Kumanan chavadi, Poonamallee, Chembarabakkam, TSR Rajalakshmi Nagar, Mannur, Puduvallur Jn., Sunnabukulam, Aranvoyal, Manavalan Nagar",Thiruvallur
M170,Thiruverka du,Velachery,"Velappan chavadi, Vanagaram, Maduravoyal, Nerkundram, Koyambedu Market, CMBT, Vadapalani, Ashok Pillar, Guindy, Checkpost",Thiruverkadu
20K,Thiruverka du,Ambattur I.E,,Thiruverkadu
20T,Thiruverka du,Villivakkam,"Ambattur I.E, Ayapakkam",Thiruverkadu
27C,Thiruverka du,T. Nagar,"Panagal park, Bharathinagar, Liberty, Power house, Vadapalani, MMDA Colony, CMBT, Koyambedu Market, Nerkundram, Maduravoyal, Vanagaram, Velappan chavadi",Thiruverkadu
29E,Thiruverka du,Perambur,"Otteri, Purasawakkam High Road, Kellys, Aminjikarai, Koyambedu, Nerkundram, Maduravoyal, Velappanchavadi",Thiruverkadu
49R,Thiruverka du,T. Nagar,"Saidapet, Guindy, Ramapuram, Valasar awakkam, Maduravoyal,Velappan chavadi",Thiruverkadu
50,Thiruverka du,Broadway,"Central, Dasaprakash, KMC, Amijikarai, Arumbakkam, Koyambedu, Nerkundram, Maduravoyal, Vanagaram, Velappan chavadi",Thiruverkadu
59,Thiruverka du,V Nagar,"Basinbridge, Elephantgate, Doveton, Purasawakam, KMC, Aminjikarai, Arumbakkam, Maduravoyal, Velappanchavadi",Thiruverkadu
127B,Thiruverka du,Anna Square,"Maduravoyal, KoyambeduMarket, Amijikarai, KMC, Chetpet, EgmoreR.S, Chindhatripet, Triplicane",Thiruverkadu
159,Thiruverka du,Thiruvottiyur,"Tollgate, Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Koyambedu, Nerkundram, Maduravoyal, Velappanchavadi",Thiruverkadu
170,Thiruverka du,Tambaram,"CMBT, Vadapalani, Guindy, Pallavaram, Chromepet",Thiruverkadu
T553,Thiruverka du,Kunnam,"Kumananchavadi, Poonamallee, Irrungattukottai, Sriperumbudur, Sung uvarchatiram",Thiruverkadu
1,Thiruvottiy ur,Thiruvanmiyur,"Adyar, Mylapore, Royapettah, Parry's Corner, Kalmandapam, Tollgate, Rajaka dai, Theradi",Thiruvottriyur
1B,Thiruvottiy ur,Tambaram,"Chromepet, Pallavaram, Guindy, Teynampet, D.M.S, L.I.C, Central R.S, Parry's Corner, Kalmandapam, Tollgate",Thiruvottriyur
1G,Thiruvottiy ur,Velachery,"Saidapet, Annasalai, Parry's Corner, Kalmandapam, Tollgate",Thiruvottriyur
1G xt,Thiruvottiy ur,Medavakkam,"Velachery, Saidapet, TVS, LIC, Parry's Corner, Kalmandapam, Tollgate",Thiruvottriyur
1J,Thiruvottiy ur,Triplicane,"Rajakadai, Tollgate, Kalmandappam, Pa rry's Corner, Central R.S",Thiruvottriyur
4,Thiruvottiy ur,Thiruvanmiyur,"Adyar, Mylapore, Luz, Music Academy, Royapettah, LIC, Central R.S, Regal, Vallalar Nagar, Tondiarpet, Tollgate, Therady",Thiruvottriyur
21H xt,Thiruvotriy ur,Kelambakkam,"Tollgate, Broadway, Secretrariat, Anna Square, AIR, Santhome, Foreshore Estate, MRC Nagar, Adyar, SRP Tools,Perungudi,Sholinganallur,Navalu r",Thiruvottriyur
28D,Thiruvottiy ur,T.Nagar,"Therady, Rajakadai, Tollgate, Tondiarpet, Vallalar nagar, Regal, Central, Zimson, LIC, TVS, Thousand Lights, DMS, Panagal park",Thiruvottriyur
34,Thiruvottiy ur,Ambattur I.E,"Thirumangalam, Rountana, Chinthamani, Kellys, Purasaiwakkam, Choolai P.O., Regal, V.Nagar, Tondiarpet, Tollgate, Therady",Thiruvottriyur
34xt,Thiruvottiy ur,Pattabiram,"Ambattur I.E, Thirumangalam, Rountana, Chinthamani, Kellys, Purasaiwakkam, Choolai P.O., Regal, V.Nagar, Tondiarpet, Tollgate, Therady",Thiruvottriyur
119,Thiruvottri yur,Kovalam,"Broadway, Marina Beach, Thiruvanmiyur, Injambakkam",Thiruvottriyur
134A,Thiruvottiy ur,Mogappair West,,Thiruvottriyur
138A,Thiruvottiy ur,Periyar Nagar,"Tondiarpet, Mint, Basin Bridge, Vyasarpadi, Moolakadai, TVK Nagar",Thiruvottriyur
156,Thiruvotriy ur,Karanodai,,Thiruvottriyur
159,Thiruvottiy ur,Thiruverkadu,"Tollgate, Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Koyambedu, Nerkundram, Maduravoyal, Velappanchavadi",Thiruvottriyur
159A,Thiruvotriy ur,CMBT,"Tollgate, Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Arumbakkam",Thiruvottriyur
159C,Thiruvottiy ur,Koyambedu Market,"Tollgate, Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Arumbakkam",Thiruvottriyur
556,Thiruvottiy ur,Kattupalli,"Ernavoor Gate, Sathiyamoorthy Nagar, Andakuppam, Athipattu Pudhunagar, Ennore Thermal PowerStation, L&T Harbour, Kattupalli Village",Thiruvottriyur
38D,Tiruvottiyu r,Parvathy Nagar (Kodungaiyur),,Thiruvottriyur
56T,Tiruvottiyu r,Madhavaram,MFL,Thiruvottriyur
28,Thiruvotriy ur,Egmore R.S,"Tollgate,Tondiarpet,Vallalarnagar,Regal , Central RS, Chindatripet",Thiruvottriyur
595A,Thiruvottiy ur,Pazhaverkadu,"Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut",Thiruvottriyur
T47,Tidel Park,Villivakkam,"Madiakailash, Saidapet, T. Nagar, Anna Hospital, ICF",Tidel Park
6A,Tollgate,Besant Nagar,"Adyar, Foreshore Estate, Triplicane, Parry's Corner, Maharani, Washermanpet,",Toll Gate
8A,Tollgate,Periyar Nagar,"Tondiarpet, V.Nagar, Regal, Choolai P.O, Otteri,Jamalaya, Venus",Toll Gate
10A,Tollgate,Saidapet West,"Kal mandapam, Parrys, Central R.S, Egmore R.S, Maternity Hospital, DPI, Sterling road, Valluvar Kottam, Panagal park, T.Nagar, Srinivasa Theater, Mettupalayam",Toll Gate
32A,Tollgate,Foreshore Estate,"Maharani, Tondiarpet, Vallalar nagar, Broadway, Central R.S., Triplicane, V.House, AIR, Santhome",Toll Gate
159B,Tollgate,CMBT,"Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Arumbakkam",Toll Gate
6D,Tollgate,Thiruvanmiyur,"Besant Nagar, Foreshore Estate, Parry's Corner",Toll Gate
595,Tollgate,Pazhaverkadu,"Thiruvottriyur, Sathyamoorthy nagar, Minjur, Kadapakkam, Thathanmanji, Perliyambakkam, Pulicut",Toll Gate
24A,V House,Anna Nagar West,"Shanthi Colony, K4 Police station, Chinthamani, Aminijikarai, Chetpet, Gemini, Royapetah",Vivekanandar House
24C,V House,Avadi,"Ambattur OT, Collector Nagar, Blue Star, Chinthamani, Aminijikarai, Chetpet, Gemini, Royapetah",Vivekanandar House
32,V. House,Vallalar Nagar,"Broadway, Central R.S., Simpson",Vivekanandar House
32B,V. House,Korukkupet,"Vallalar nagar, Broadway, Central R.S., Simpson",Vivekanandar House
12,Vivekanand a House,T.Nagar,"Teynampet, Alwarpet, Luz, Chennai Citi Centre",Vivekanandar House
29D,V House,Mathur MMDA,"Madhavaram Milk colony, Thapal petti, Moolakadai, Perambur, Otteri, Devoton, Egmore, Pudhupet, Walaja Road",Vivekanandar House
38C,V House,TVK Nagar,"Venus, Perambur, Pattalam, Bhuvaneswari, Doveton, Choolai P.O, Central R.S, Simpson, Adam market, Triplicane P.O",Vivekanandar House
45A,V.House,Velachery,"Saidapet, Nandanam, Adyar Gate",Vivekanandar House
37D,V Nagar,KK Nagar,"Regal, Choolai P.O., Purasaivakkam,KMC, Chetpet,Ste rling road, Valluvarkottam, Liberty, Samiarmadam, Udhayam, Nesapakkam, MGR Nagar",Vallalar Nagar
56A,V Nagar,Ennore,,Vallalar Nagar
56W,V Nagar,Madhavaram,"Tondiarpet, Thiruvottriyur, MFL",Vallalar Nagar
57,V Nagar,Red Hills,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal",Vallalar Nagar
59,V Nagar,Thiruverkadu,"Basinbridge, Elephantgate, Doveton, Purasawakam, KMC, Aminjikarai, Arumbakkam, Maduravoyal, Velappanchavadi",Vallalar Nagar
248,V Nagar,Pudur,"Ambattur, Ambattur IE, Padi, Nadhamuni, ICF, Joint Office, Otteri, Pattalam, Pulianthopu Police station, Basin Bridge",Vallalar Nagar
248xt,V Nagar,Oragadam,"Ambattur, Ambattur IE, Padi, Lucas TVS, ICF, Joint Office, Otteri, Basin Bridge",Vallalar Nagar
248A,V Nagar,Kallikuppam,Pudur,Vallalar Nagar
248P,V Nagar,Puthagaram,Pudur,Vallalar Nagar
547,V Nagar,Periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Siruvapuri",Vallalar Nagar
547A,V Nagar,Periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Akarambakkam, Arani, Kosavampettai",Vallalar Nagar
557A,V Nagar,Rettambedu,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Thachur Koot Road, Puduvayal, Kavarapettai",Vallalar Nagar
558P,V.Nagar,Perumbedukup pam,"Vysarpadi, Moolakadai, Madhavaram, Redhills, Karanodai, Ponneri, Chinnakuvanam, Perumbedu",Vallalar Nagar
592,V Nagar,Periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai,Janappan Chathram x road, Bandikavanoor,Kannigaipair",Vallalar Nagar
592G,V Nagar,Periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai,Pandy Kavanoor Rd JN, Kannigaipair",Vallalar Nagar
592V,V Nagar,Vengal,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Poorivakkam",Vallalar Nagar
11A,Vallalar Nagar,T.Nagar,"Annasalai, Central R.S, Parry's Corner, Stanley Hospital",Vallalar Nagar
M11A,Vallalar Nagar,Rengarajapuram,"Pangal Park, Annasalai, Central R.S, Parry's Corner",Vallalar Nagar
532,Vallalar Nagar,Periyapalayam,"Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red Hills, Karanodai, Arani",Vallalar Nagar
32,Vallalar Nagar,V. House,"Broadway, Central R.S., Simpson",Vallalar Nagar
37G,V Nagar,Iyyapanthangal,"Regal, Choolai P.O., Purasaivakkam,KMC, Chetpet,Ste rling road, Valluvarkottam, Liberty, Vadapalani, Porur, SRMC",Vallalar Nagar
48,Vallalar Nagar,Villivakkam,"ICF, Railway Quarters, Joint Office, Sayani, Otterri, Basin Bridge",Vallalar Nagar
48C,Vallalar Nagar,CMBT,"Thirumangalam, Anna Nagar West, Nadhamuni, ICF, Railway Quarters, Joint Office, Sayani, Otterri, Basin Bridge",Vallalar Nagar
54S,Vadaku Malaiyamb akkam,T.Nagar,"Poonamallee, Kumanan chavadi, Iyyppanthangal, Porur, Guindy, Saidapet",Vadakku Malaiyapakam
5E,Vadapalani,Besant Nagar,"Nesapakkam, MGR Nagar, KK Nagar, Ashok pillar, Jafferkhanpet, Mettupalayam, Srinivasa theater, CIT nagar, Saidapet, Anna University, Adyar, Vannanthurai, Velankkani church",Vadapalani
5T,Vadapalani,Taramani,"Saidapet, T.Nagar, Ashok pillar, K.K.Nagar",Vadapalani
17P,Vadapalani,Pattur,"Mangadu, Porur, Virugambakkam",Vadapalani
G70,Vadapalani,Guduvanchery,"Udhayam Theater, Pallavaram, Tambaram, Vandalur Zoo",Vadapalani
501,Vadapalani,Poondi,"Virugamabakkam, Valasarawakkam,Porur, Iyyapanthangal, Kumananchavadi, Poonamallee, Thirumazhisai, Nemam, Manavalan Nagar, Thiruvallur",Vadapalani
538,Vadapalani,Kadambathur,"Virugamabakkam, Valasarawakkam,Porur, Iyyapanthangal, Kumananchavadi, Poonamallee, Thirumazhisai, Nemam, Manavalan Nagar, Thiruvallur, Thirupatchur",Vadapalani
12B,Vadapalani,Foreshore Estate,"Kodambakkam, Pondy Bazaar, Alwarpet, Luz, Santhome",Vadapalani
15F,Vadapalani,Broadway,"Virugambakkam, Chinmaya nagar, Koyambedu Market, CMBT, Amijikarai, KMC, Dasaprakash, Central R.S",Vadapalani
17,Vadapalani,Broadway,"Central,Chindatripet,Egmore RS, Chetpet,Sterling road, Loyola college, Kodambakkam",Vadapalani
37,Vadapalani,V Nagar,"Regal, Choolai P.O., Purasaivakkam,KMC, Chetpet,Ste rling road, Valluvarkottam, Liberty",Vadapalani
37C,Vadapalani,Villivakkam,"Kambar Arangam,Ayanavara,Kellys,Purasaiwak kam, Egmore,DPI, Sterling Road, Valluvarkottam, Liberty",Vadapalani
37E,Vadapalani,M.K.B Nagar,"Vysarpadi, V Nagar,Regal,Choolai P.O.,Purasaiwakkam, Egmore,DPI, Sterling Road, Valluvarkottam, Liberty",Vadapalani
M88,Vadapalani,Kundrathur,Porur,Vadapalani
578A,Vadapalani,Sriperumbudur,"Virugambakkam, Valasarawakkam, Porur, Kovoor, Kundrathur, Somangalam, Nallur, Sumtheramedu Koot road, Pillaipakkam, Pattunool",Vadapalani
591B,Vadapalani,Perambakkam,"Virugambakkam, Porur, Poonamallee, Thandalam, Mannur, Kattukoot rd, Mappedu",Vadapalani
A18,Vandalur Zoo,High Court,"LIC, TVS, Saidapet, Guindy, Pallavaram, Chromepet, Tambaram",Vandalur
B18,Vandalur Zoo,Korukkupet,"Broadway, LIC, TVS, Saidapet, Guindy, Pallavaram, Tambaram",Vandalur
170T,Vandalur Zoo,Kaviarasu Kannadasan Nagar,"MR Nagar, Moolakadai, Retteri, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram, Tambaram",Vandalur
515V,Vandalur,Kelambakkam,Mambakkam,Vandalur
A21,Vandalur Zoo,Thiruvanmiyur,"SRP Tools,Thorapakkam,Redial Road,Kamatchi Hospital, Eechangadu,Pallavaram, Chromepet, Tambaram, Perugalathur",Vandalur
PP66,Vandalur Zoo,Poonamallee,"Tambaram, Chromepet, Pallavaram, Pammal, Anakaputhur, Kundrathur, Mangadu, Karaiyanchavadi",Vandalur
70A,Vandalur Zoo,Avadi,Tambaram,Vandalur
114,Vandalur Zoo,Red Hills,"Tambaram, Pallavaram, Guindy, Ashok nagar, Vadapalani, CMBT, Thirumangalam, Anna nagar west, Padi, Thathankuppam, Kolathur,",Vandalur
170A,Vandalur Zoo,Madhavaram,"Thapal petti, Moolakadai, Retteri, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram, Tambaram",Vandalur
170L,Vandalur Zoo,Kallikuppam,"Tambaram, Pallavaram, Guindy, Vadapalani, CMBT, Anna Nagar, Padi, Ambattur I.E, Ambattur OT, Pudur",Vandalur
M14A,Velachery,Medavakkam Koot Road,"Vanuvampettai, Madipakkam, Kilkattalai",Velacherry
19V,Velachery,Kovalam,"Taramani, SRP Tools, Jayanthi, Thiruvanmiyur, Injambakkam, MGM, Muttukadu",Velacherry
21J,Velachery,Guduvanchery,"Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road, Poondi Bazar, Tambaram Sanatorium, Tambaram West, Vandalur",Velacherry
21J cut,Velachery,Tambaram West,"Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road, Poondi Bazar, Tambaram Sanatorium",Velacherry
21P,Velachery,Tambaram,"Madipakkam, Kilkattalai, Eachangadu, Chromepet",Velacherry
M21,Velachery,Tambaram West,"Narayanapuram, Pallikaranai, Medavakkam, Camp Road, Tambaram East",Velacherry
M21 cut,Velachery,Medavakkam Koot Road,"Narayanapuram, Pallikaranai, Medavakkam",Velacherry
M21B,Velachery,Chromepet,"Narayanapuram, Pallikaranai, Medavakkam, Santhosapuram, Sembakkam, Thirumalai Nagar, Hasthinapuram",Velacherry
23V,Velachery,Villivakkam,"ICF, Ayanavaram, Purasaiwakkam, Egmore, LIC, TVS, Saidapet, Check post",Velacherry
29N,Velachery,Perambur,"Saidapet, T. Nagar, DMS, Gemini, Sterling Road/College Road, KMC",Velacherry
B29N,Velachery,Periyar nagar,"Saidapet, T. Nagar, DMS, Gemini, Sterling Road/College Road, KMC, Doveton, Perambur, Venus",Velacherry
45A,Velachery,V.House,"Saidapet, Nandanam, Adyar Gate",Velacherry
M45A,Velachery,Anna Square,"Saidapet, Nandanam, Adyar Gate",Velacherry
170M,Velachery,Manali,"Madhavaram Milk colony, Thapal petti, Moolakadai, TVK Nagar, Retteri, Thirumangalam, CMBT, Vadapalani, Ashok pillar, Guindy, Checkpost",Velacherry
551,Velachery,T. Acharavakkam,"Medavakkam,Sithalapakkam Koot road, Kovilancherry, Madurapakkam, Ponmar, Mambakkam, Kayar, Vembedu, Chembakkam Village",Velacherry
552,Velachery,Maraimalai Nagar,Guindy,Velacherry
1G,Velachery,Thiruvottiyur,"Saidapet, Annasalai, Parry's Corner, Kalmandapam, Tollgate",Velacherry
5R,Velachery,Saidapet,"Guindy, N.G.O. Colony, St.Thomas Mount, Vanuvampet, Velachery MRTS",Velacherry
21L,Velachery,Broadway,"Marina Beach, Foreshore Estate, MRC Nagar, Adyar, Anna University, Rajbhavan, Checkpost, Dhandeswarnagar",Velacherry
L21,Velachery,Broadway,"Marina Beach, Foreshore Estate, MRC Nagar, Adyar, SRP Tools",Velacherry
V51 cut,Velachery,Tambaram West,"Ram Nagar, Madipakkam, Kilkattalai, Kovilambakkam, Medavakkam Koot Road, Kamarajapuram, Camp Road",Velacherry
70W,Velachery,Mugappair West,"Wavin, Collector Nagar, CMBT, Vadapalani, Ashok Pillar, Guindy",Velacherry
D70,Velachery,Ambattur I.E,"Collector Nagar, CMBT, Vadapalani, Ashok nagar, Guindy, Checkpost, Velachery Bypass road",Velacherry
D70 xt,Velachery,Pattabiram,"Avadi, Ambattur O.T, Ambattur I.E",Velacherry
M170,Velachery,Thiruverkadu,"Velappan chavadi, Vanagaram, Maduravoyal, Nerkundram, Koyambedu Market, CMBT, Vadapalani, Ashok Pillar, Guindy, Checkpost",Velacherry
500J,Velachery,Chengalpattu,"Pallikkaranai, Medavakkam, Kamarajapuram, Camp Road, Tambaram East, Tambaram West, Vandalur Zoo",Velacherry
500V,Velachery,Chengalpattu,"Guindy, Pallvaram, Tambaram West, Vandalur Zoo",Velacherry
568B,Velachery,Thirupporur,"Sholinganallur, Kelambakkam",Velacherry
579V,Velachery,Padappai,"Mudichur, Tambaram, Chromepet, Eachangadu, Kilkattalai, Madipakkam, Ram Nagar",Velacherry
154E,Vellavedu,Ekkaduthangal,"Poonamallee, Kumananchavadi, Porur, Guindy",Vellavedu
54L,Vellavedu,High Court,"Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet, DMS, TVS, LIC, Central R.S",Vellavedu
G54,Vellavedu,T.Nagar,"Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet",Vellavedu
253,Vellavedu,Aminjikarai,"NSK, Mathuravoyal, Vellapanchavadi, Kumananchavadi, Poonamallee, Thirumazhisai",Vellavedu
70P,Veppampat tu,T. Nagar,"Thirunindravur, Avadi, Ambattur OT, Collector Nagar, CMBT, Liberty",Veppampattu
40A xt,Veppampat tu,Egmore,"KMC, Aminijikarai, Chinthamani, Blue Star, Collector Nagar, Ambattur OT, Avadi, Pattabiram, Thirunindravur",Veppampattu
54V,Veppampat tu,T.Nagar,"Sri ram Engg college,Perumalpattu, Ramasamy nagar, Periyakottambedu, Pudhuchatiram, Vellavedu,Poonamallee, Kumananchavadi, SRMC, Porur, Guindy, Saidapet",Veppampattu
70E,Veppampat tu,CMBT,"Collector Nagar, Ambattur OT, Avadi, Pattabiram, Thirunindravur",Veppampattu
20T,Villivakka m,Thiruverkadu,"Ambattur I.E, Ayapakkam",Villivakkam
37C,Villivakka m,Vadapalani,"Kambar Arangam,Ayanavara,Kellys,Purasaiwak kam, Egmore,DPI, Sterling Road, Valluvarkottam, Liberty",Villivakkam
48,Villivakka m,Vallalar Nagar,"ICF, Railway Quarters, Joint Office, Sayani, Otterri, Basin Bridge",Villivakkam
70T,Villivakka m,Tambaram,"Nadhamuni, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram",Villivakkam
20,Villivakka m,Broadway,,Villivakkam
23V,Villivakka m,Velachery,"ICF, Ayanavaram, Purasaiwakkam, Egmore, LIC, TVS, Saidapet, Check post",Villivakkam
27D,Villivakka m,Foreshore Estate,"Santhome, AIR, V.M.Street, Stella Maris College, Thousand Lights, LIC, Pudhupet, Maternity Hospital, Egmore RS, Dasaprakash, Purasaiwakkam, Kellys, Ayanavaram, ICF",Villivakkam
47,Villivakka m,Thiruvanmiyur/ Adyar,"T.Nagar, Valluvar Kottam, Pushpa nagar,Loyola college, Anna Nagar East",Villivakkam
47B,Villivakka m,Besant Nagar,"Avvai Home, Adyar B.S, T.Nagar, Anna Nagar East",Villivakkam
T47,Villivakka m,Tidel Park,"Madiakailash, Saidapet, T. Nagar, Anna Hospital, ICF",Villivakkam
65V,Villivakka m,Poonamallee,"Nadhamuni, Padi, Ambattur I.E, Ambattur OT, Avadi, Karaiyanchavadi",Villivakkam
29,Vinayagapu ram,Mandaveli,"Kolahur, Agaram, Venus, Ptaaalam, Doveton, Egmore, L.I.C, Royapettah, Luz, Mylapore",Vinayakapuram
142,Vinayagapu ram,Perambur,,Vinayakapuram
9M,T.Nagar,T.Nagar,"Saidapet, Guindy, NGO Colony, Brindavan nagar, Kakkan Bridge",AGS Colony
519A,Aalathur IE,T. Nagar,"Saidapet, Tidel park,Sholinganallur, Kelambakkam, Thirupporur",Aalathur IE
519A cut,Aalathur IE,Adyar,"SRP tools, Sholinganallur, Kelambakkam, Thirupporur",Aalathur IE
54F xt,Agaram Mel,Mylapore,"Poonamallee, Kumananchavadi, Iyyapanthangal, Porur, Guindy, Adayar",Agaram Mel
88R,Amarambe du,High Court,"Gunidy, Porur, Kundrathur, Somangalam",Amaramedu
M89T,Amarambe du,Iyyapanthangal,"Porur, Kundrathur",Amaramedu
170R,Andarkupp am,CMBT,"Thirumangalam, Madhavaram, Kosappur",Andar Kuppam
A1,Central R.S,Thiruvanmiyur,"Adyar, Mylapore, Royapettah",Central Railway Station
A1 xt,Central R.S,Okkiam Thorapakkam,"SRP Tools, Thiruvanmiyur, Adyar, Mylapor e, Royapettah",Central Railway Station
M21C,Central R.S,Kannagi Nagar,"Thoraipakkam, Perungudi, Thiruvanmiyur, Adayar, Mandaveli",Central Railway Station
221H,Central R.S,Thirupporur,"LIC,DMS, Saidapet,IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, Sholinganallur, SIRUSERI, Kelambakkam",Central Railway Station
221H,Central R.S,Kelambakkam,"LIC,DMS, Saidapet,IIT Chennai, Madhya Kailash, Tidel Park, Thoraipakkam, Sholinganallur, SIRUSERI",Central Railway Station
19D,Chemmenc hery,Adyar,"Thiruvanmiyur, SRP, Perungudi",Chemmenjery
H21,Chemmenc hery,Broadway,"Secretrariat, Anna Square, AIR, Santhome, Foreshore Estate, MRC Nagar, Adyar, SRP Tools, Perungudi, Sholinganallur",Chemmenjery
G21,Chromepet,Broadway,"Secretariat, Kannaki Statue, QMC, Kalyani Hospital, Sanskrit College, Luz, Mylapore, Mandaveli BS, Adyar Gate, Kotturpuram, Anna university, Guindy, Pallavaram",Chrompet
M21B,Chromepet,Velachery,"Narayanapuram, Pallikaranai, Medavakkam, Santhosapuram, Sembakkam, Thirumalai Nagar, Hasthinapuram",Chrompet
70B,Chromepet Lakshmi,Avadi,"Ambattur OT, Collector Nagar, CMBT, Vadapalani, Udhayam, Pallavaram",Chrompet
44A,I.O.C (Indian Oil Corporatio n),Broadway,Tondiarpet,IOC
44C,I.O.C,Broadway,Korukkupet,IOC
44D,I.O.C,Broadway,Sathiyamoorthy Nagar,IOC
170E,I.O.C,Tambaram,"Korukkupettai, Kannadasan Nagar, Moolakadai, Retteri, Thirumangalam, CMBT, Vadapalani, Guindy, Pallavaram",IOC
PP19,Injambakka m,Broadway,"Marina Beach, Thiruvanmiyur",Injambakkam
C51 cut,Injambakka m,Tambaram West,"Camp Road, Kamarajapuram, Medavakkam, Sholinganallur, ECR",Injambakkam
11G,K K Nagar,High Court,"MGR Nagar, Ashok Pillar,Pangal Park, Annasalai, Central R.S, Parry's Corner",K K Nagar
12G,K K Nagar,Anna Square,"MGR Nagar, Ashok Pillar, West Mambalam, Alwarpet, Luz",K K Nagar
17D,K K Nagar,Broadway,"Central, Egmore, DPI, Sterling Road, Valluvarkottam, Liberty, Udhayam, Nesapakkam",K K Nagar
37D,KK Nagar,V Nagar,"Regal, Choolai P.O., Purasaivakkam,KMC, Chetpet,Ste rling road, Valluvarkottam, Liberty, Samiarmadam, Udhayam, Nesapakkam, MGR Nagar",K K Nagar
57F,Karanodai,High Court,"Beach R.S, Stanley, Mint, Basin Bridge, Vyasarpadi, Moolakadai, Puzhal, Red hills",Karanodai
156,Karanodai,Thiruvotriyur,,Karanodai
56,Kargil Nagar,Broadway,"V.Nagar, Tondiarpet, Thiruvottriyur, Sathyamoorthy nagar",Kargil Nagar
159K,Kargil Nagar,CMBT,"Thiruvottriyur, Therady, Tollgate, Tondiarpet, V.Nagar, Regal, Choolai P.O., Purasawakkam High Road, Kellys, Aminjikarai, Arumbakkam",Kargil Nagar
A1 xt,Kovalam,Broadway,"Central, LIC, Royapettah, Luz, Mylapore, Mandaveli, AMS, Adyar, Thiruvanmiyur, Kottivakkam, Palavakkam, Neelangarai, Injambakkam, Uthandi, Kanathur, Muttukadu boat yard",Kovalam
19G,Kovalam,Broadway,"Central, LIC, DMS, SIET, Saidapet, Anna university, Adyar, Thiruvanmiyur, Kottivakkam, Palavakkam, Neelangarai, Injambakkam, Uthandi, Kanathur, Muttukadu boat yard",Kovalam
19V,Kovalam,Velachery,"Taramani, SRP Tools, Jayanthi, Thiruvanmiyur, Injambakkam, MGM, Muttukadu",Kovalam
PP49,Kovalam,CMBT,"MMDA Colony, Vadapalani, Liberty, T.Nagar, Saidapet, Adyar, Thiruvanmiyur, Kottivakkam, Palavakkam, Injambakkam, Kanathur, Muttukadu",Kovalam
119,Kovalam,Thiruvottriyur,"Broadway, Marina Beach, Thiruvanmiyur, Injambakkam",Kovalam
T151,Kovalam,Tambaram East,"CampRoad, Medavakkam,Shozhinganallur, Navalur, Kelambakkam",Kovalam
T151K,Kovalam,Tambaram West,"CampRoad, Medavakkam, Shozhinganallur,Panaiyur, Uthandi, Kanathur, Muttukadu",Kovalam
517K,Kovalam,Pallavaram,"Eachangadu, Kovilambakkam, Medavakkam Koot Road, Sholinganallur, Kelambakkam",Kovalam
566B,Kovalam,Pattur,"Kundrathur, Anakaputhur, Pammal, Pallavaram, Chromepet, Tambaram Sanatorium, Tambaram, Perugalathur, Vandalur, Kandigai, Mambakkam, Pudhupakkam, Chettinad Hospital, Kelambakkam",Kovalam
1G Cut,Madipakka m,Broadway,"Velachery, Saidapet, TVS, LIC, Central",Madipakkam
51E,Madipakka m BS,Saidapet,"Velachery, Ram Nagar",Madipakkam
51M,Madipakka m BS,T. Nagar,"Saidapet, Guindy, NGO Colony, ST Thomas Mount, Vanuvampet, Madipakkam Koot road",Madipakkam
70D,Madipakka mB.S.,Ambattur I.E,"Collector Nagar, CMBT, Vadapalani, Ashok Nagar, Guindy, Velachery, Ram Nagar",Madipakkam
